"ID","SNAME","K","Name","DECODE","CalcTip","GLN","UNIT","F","IDF","USUNIT","KFF","USKFF","L2","P","F1","F2","PTip","nHDR","View","FldNam","format"
"000","lp",,,"log(ñ,P)",,"at","P                             ","log       ","VIS   ","P                             ","          ","          ",,"ñ                                                 ",,,"VIS ",0,1,,
"600","lnexcg/g",,,"ln(extr.comp.,g/g)",,,"g/g                           ","ln        ","      ","g/g                           ","          ","          ",,"extr.comp.                                        ",,,"    ",0,1,,
"000","tikb",,,"Temp.range,K",,,"K                             ","          ","TMP   ","K                             ","          ","          ",,"Temp.range                                        ",,,"TMP ",0,1,,
"830","scga",,,"S,cm3[STP]/g.atm",,,"cm3[STP]/g.atm                ","          ","      ","cm3[STP]/g.atm                ","          ","          ",,"S                                                 ",,,"    ",0,1,,
"320","yldm",,,"log(DŒ)",,,"                              ","          ","      ","                              ","          ","          ",,"log(DŒ)                                           ",,,"    ",0,0,,
"700","lnsrm",,,"ln(ú,Ohm.m)",,,"Ohm.m                         ","ln        ","ELR   ","Ohm.cm                        ","          ","          ",,"ú                                                 ",,,"ELR ",0,1,,
"440","mgk",,,"M†,K","Mg",,"K                             ","          ","TMP   ","K                             ","          ","          ",,"M†                                                ",,,"TMP ",0,1,"Mg",
"500","kpsi",,,"K,psi",,,"psi                           ","          ","MDU   ","GPa                           ","          ","          ",,"K                                                 ",,,"MDU ",0,1,,
"600","lnso2ml",,,"log(0.02N HâSOä for titration,ml)",,,"ml                            ","log       ","VOL   ","cm3                           ","          ","          ",,"0.02N HâSOä for titration                         ",,,"VOL ",0,1,,
"830","kc/s",,,"K,cm3[STP]/s",,,"cm3[STP]/s                    ","          ","      ","cm3[STP]/s                    ","          ","          ",,"K                                                 ",,,"    ",0,1,,
"300","al",,,"ê,cm^-1",,,"cm^-1                         ","          ","WAV   ","Micronm                       ","          ","          ",,"ê                                                 ",,,"WAV ",0,1,,
"300","k",,,"k,cm^-1",,,"cm^-1                         ","          ","WAV   ","Micronm                       ","          ","          ",,"k                                                 ",,,"WAV ",0,1,,
"200","c",,,"c,erg/g.K^6",,,"erg/g.K^6                     ","          ","      ","erg/g.K^6                     ","          ","          ",,"c                                                 ",,,"    ",0,0,,
"600","lvnrd",,,"log(v[NR],g/day)",,,"g/day                         ","log       ","      ","g/day                         ","          ","          ",,"v[NR]                                             ",,,"    ",0,1,,
"320","yyec",,,"Extinction,a.u.",,,"a.u.                          ","          ","      ","a.u.                          ","          ","          ",,"Extinction                                        ",,,"    ",0,0,,
"560","c",,,"C,dyn/cm.K^2",,,"dyn/cm.K^2                    ","          ","      ","dyn/cm.K^2                    ","          ","          ",,"C                                                 ",,,"    ",0,0,,
"000","cr6/scr",,,"CrÆ¨/ÛCr",,,"                              ","          ","      ","                              ","          ","          ",,"CrÆ¨/ÛCr                                          ",,,"    ",0,1,,
"500","lgdyn/cm",,,"log(G,dyn/cm2)",,,"dyn/cm2                       ","log       ","MDU   ","GPa                           ","          ","          ",,"G                                                 ",,,"MDU ",0,1,,
"600","lexnap",,,"log(extr.NaâO,%)",,,"%                             ","log       ","      ","%                             ","          ","          ",,"extr.NaâO                                         ",,,"    ",0,1,,
"500","dcl/cl25",,,"Íc‹/c‹âå",,,"                              ","          ","      ","                              ","          ","          ",,"Íc‹/c‹âå                                          ",,,"    ",0,1,,
"500","dct/ct25",,,"ÍcŸ/cŸâå",,,"                              ","          ","      ","                              ","          ","          ",,"ÍcŸ/cŸâå                                          ",,,"    ",0,1,,
"500","de/e25",,,"ÍE/Eâå",,,"                              ","          ","      ","                              ","          ","          ",,"ÍE/Eâå                                            ",,,"    ",0,1,,
"500","dg/g25",,,"ÍG/Gâå",,,"                              ","          ","      ","                              ","          ","          ",,"ÍG/Gâå                                            ",,,"    ",0,1,,
"830","dm/s",,,"D,m2/s",,,"m2/s                          ","          ","DIF   ","cm2/s                         ","          ","          ",,"D                                                 ",,,"    ",0,1,,
"830","sm/ca",,,"S*1E-17,molecules/cm3.atm",,,"molecules/cm3.atm             ","          ","SOL   ","cm3[STP]/cm3.Pa               ","1E-17     ","1E-17     ",,"S                                                 ",,,"SOL ",0,1,,
"560","t0",,,"Tà,K",,,"K                             ","          ","TMP   ","K                             ","          ","          ",,"Tà                                                ",,,"TMP ",0,0,,
"600","lnvsg/cs",,,"ln(v,g/cm2.s)",,,"g/cm2.s                       ","ln        ","EVR   ","mg/cm2.h                      ","          ","          ",,"v                                                 ",,,"EVR ",0,1,,
"600","lvg/s",,,"log(v,g/s)",,,"g/s                           ","log       ","      ","g/s                           ","          ","          ",,"v                                                 ",,,"    ",0,1,,
"400","c2",,,"C,K2",,,"K2                            ","          ","      ","K2                            ","          ","          ",,"C                                                 ",,,"    ",0,0,,
"000","ann",,,"Annealing",,,"                              ","          ","      ","                              ","          ","          ",,"Annealing                                         ",,,"    ",0,1,,
"220","ltconc/cm",,,"log(ô,cal/cm.s.K)",,,"cal/cm.s.K                    ","log       ","THC   ","cal/cm.s.K                    ","          ","          ",,"ô                                                 ",,,"THC ",0,1,,
"600","nclml/dm",,,"0.01N HCl for titration,ml/dm2",,,"ml/dm2                        ","          ","      ","ml/dm2                        ","          ","          ",,"0.01N HCl for titration                           ",,,"    ",0,1,,
"600","vsmm/m",,,"v,mm/min^1/2",,,"mm/min^1/2                    ","          ","      ","mm/min^1/2                    ","          ","          ",,"v                                                 ",,,"    ",0,1,,
"320","yldbkm",,,"log(ê,dB/km)",,,"dB/km                         ","log       ","ABS   ","dB/cm                         ","          ","          ",,"ê                                                 ",,,"ABS ",0,0,,
